geom,statefp20,countyfp20,vtdst20,geoid20,vtdi20,name20,namelsad20,lsad20,mtfcc20,funcstat20,aland20,awater20,intptlat20,intptlon20
"{""type"":""Polygon"",""coordinates"":[[[-93.49108599999999,35.32269099999999],[-93.49105,35.323962],[-93.490982,35.326315],[-93.49101,35.3264],[-93.49101,35.32647699999999],[-93.49100199999999,35.32662099999999],[-93.490999,35.326796],[-93.49095799999999,35.32710999999999],[-93.49093399999999,35.32738899999999],[-93.49088799999999,35.328246],[-93.49087899999999,35.32888399999999],[-93.49086499999999,35.329239],[-93.49086699999999,35.329948],[-93.49082299999999,35.33142199999999],[-93.4908,35.33245499999999],[-93.49078,35.33365599999999],[-93.49078799999999,35.33388399999999],[-93.49080699999999,35.33414099999999],[-93.49081499999999,35.334367],[-93.490797,35.335025],[-93.49079399999999,35.33580399999999],[-93.490763,35.33749699999999],[-93.49072799999999,35.33843399999999],[-93.49072799999999,35.33854699999999],[-93.490729,35.33893499999999],[-93.490718,35.33979499999999],[-93.490718,35.34044],[-93.49069299999999,35.34136999999999],[-93.490678,35.34257699999999],[-93.49065999999999,35.344011],[-93.490651,35.34434699999999],[-93.490651,35.344524],[-93.49065799999999,35.34466299999999],[-93.49065899999999,35.345179],[-93.49066299999999,35.345298],[-93.49065799999999,35.34619099999999],[-93.490633,35.34693399999999],[-93.49062299999999,35.34707799999999],[-93.49061199999999,35.34781699999999],[-93.49060699999999,35.347923],[-93.4906,35.348072],[-93.490588,35.348475],[-93.490583,35.349046],[-93.49058099999999,35.349263],[-93.49055899999999,35.34997699999999],[-93.490538,35.353335],[-93.49052499999999,35.35419999999999],[-93.49052399999999,35.35484499999999],[-93.49050199999999,35.35599399999999],[-93.490487,35.35797099999999],[-93.490482,35.35815999999999],[-93.49047099999999,35.35861399999999],[-93.49044699999998,35.359259],[-93.49038899999999,35.361122],[-93.49038,35.36162499999999],[-93.490386,35.36206099999999],[-93.49038199999999,35.362136],[-93.490324,35.362456],[-93.49030999999999,35.362586],[-93.490301,35.36267399999999],[-93.49029499999998,35.36280999999999],[-93.49029699999999,35.36352099999999],[-93.49025899999999,35.36561599999999],[-93.49024999999998,35.36609399999999],[-93.49022499999999,35.366999],[-93.49019799999999,35.36822799999999],[-93.490195,35.36858499999999],[-93.49017399999999,35.369588],[-93.490167,35.36975199999999],[-93.49016999999999,35.36994599999999],[-93.49015799999999,35.37082499999999],[-93.490144,35.37109499999999],[-93.490121,35.37198499999999],[-93.490105,35.37315799999999],[-93.49009399999999,35.37351599999999],[-93.49008599999999,35.37422699999999],[-93.49001599999999,35.37672399999999],[-93.49001099999999,35.37714299999999],[-93.489952,35.379393],[-93.48987499999999,35.38261],[-93.48987299999998,35.38266199999999],[-93.48986599999999,35.38284],[-93.48986599999999,35.38286999999999],[-93.48986399999999,35.38318599999999],[-93.489812,35.38467599999999],[-93.48981899999999,35.384824],[-93.489834,35.38492999999999],[-93.489885,35.38512699999999],[-93.48994499999999,35.38521],[-93.48976299999999,35.38799799999999],[-93.48975799999999,35.38807299999999],[-93.48975899999999,35.38839399999999],[-93.48966799999999,35.38980499999999],[-93.48966199999999,35.39009199999999],[-93.48965699999999,35.39038],[-93.48965299999999,35.390557],[-93.48965199999999,35.39064599999999],[-93.48955699999999,35.39556799999999],[-93.48954799999999,35.39603599999999],[-93.48953399999999,35.39676],[-93.489525,35.39711599999999],[-93.48747499999998,35.39837],[-93.48606399999999,35.39923199999999],[-93.48596399999999,35.39937799999999],[-93.485703,35.39985099999999],[-93.48538699999998,35.40022499999999],[-93.48532699999999,35.40026299999999],[-93.48529299999999,35.40031799999999],[-93.48523999999999,35.400351],[-93.48518599999999,35.40041699999999],[-93.48474,35.40089899999999],[-93.48419299999999,35.40130299999999],[-93.48403599999998,35.40154299999999],[-93.48323999999999,35.402087],[-93.48208599999999,35.40276],[-93.48067199999999,35.40340099999999],[-93.48015499999999,35.403554],[-93.47986899999999,35.40372599999999],[-93.479765,35.40400599999999],[-93.47823199999999,35.40482899999999],[-93.47782199999998,35.40494799999999],[-93.47674399999999,35.40578999999999],[-93.47569599999999,35.40649299999999],[-93.47520699999999,35.407018],[-93.47471,35.40753399999999],[-93.47410599999999,35.407924],[-93.47389299999999,35.40788899999999],[-93.47369599999999,35.40774799999999],[-93.473528,35.40763299999999],[-93.47340699999999,35.407457],[-93.47338499999999,35.40732899999999],[-93.47325399999999,35.40722399999999],[-93.473078,35.40702199999999],[-93.47296099999999,35.40685899999999],[-93.47288899999999,35.40672199999999],[-93.47294099999999,35.40659799999999],[-93.47305199999999,35.40644799999999],[-93.47317599999999,35.40642199999999],[-93.47331299999999,35.406416],[-93.47346899999999,35.40633799999999],[-93.47359299999999,35.40617499999999],[-93.47371699999999,35.40597199999999],[-93.47362599999999,35.40586799999999],[-93.473522,35.40580299999999],[-93.47341099999999,35.405783],[-93.47318299999999,35.405901],[-93.47302599999999,35.406064],[-93.47285699999999,35.406168],[-93.47254999999999,35.40626599999999],[-93.47239399999999,35.40620099999999],[-93.47232199999999,35.406292],[-93.47210699999999,35.406351],[-93.471963,35.40631799999999],[-93.471794,35.40640899999999],[-93.471598,35.40644199999999],[-93.47135,35.40650699999999],[-93.47117399999999,35.40654599999999],[-93.47072999999998,35.406697],[-93.47112199999999,35.40679399999999],[-93.47124599999999,35.40689799999999],[-93.47153299999999,35.407074],[-93.47194399999999,35.40717899999999],[-93.472211,35.40717899999999],[-93.472661,35.40722399999999],[-93.47283,35.40720499999999],[-93.47301299999999,35.40720499999999],[-93.47312399999999,35.40724399999999],[-93.47331299999999,35.40735499999999],[-93.47329299999999,35.40747899999999],[-93.47320899999999,35.40759599999999],[-93.47304599999999,35.40766099999999],[-93.47253499999999,35.407826],[-93.47240699999999,35.40788299999999],[-93.47225699999999,35.407896],[-93.47195699999998,35.407935],[-93.47161799999999,35.407896],[-93.471423,35.40794899999999],[-93.47138299999998,35.40798699999999],[-93.47115499999999,35.40805199999999],[-93.47103099999999,35.408085],[-93.47095,35.40808899999999],[-93.47082999999999,35.40837099999999],[-93.47068199999999,35.408563],[-93.47043999999999,35.408662],[-93.47016399999999,35.408763],[-93.46984399999999,35.408783],[-93.46968799999999,35.408698],[-93.469538,35.40852199999999],[-93.46938099999999,35.40819599999999],[-93.469414,35.408189],[-93.46955099999999,35.40817599999999],[-93.46965499999998,35.40803299999999],[-93.46971399999999,35.40786999999999],[-93.46979199999999,35.407837],[-93.46983099999999,35.40769999999999],[-93.469662,35.40769999999999],[-93.46946599999999,35.40781799999999],[-93.469205,35.40781499999999],[-93.46838599999999,35.40770599999999],[-93.46787499999999,35.407536],[-93.46775799999998,35.40746599999999],[-93.46761399999999,35.40742],[-93.467432,35.40747899999999],[-93.46736699999999,35.4074],[-93.46740599999999,35.40723699999999],[-93.46749699999999,35.40713999999999],[-93.46786199999999,35.407114],[-93.46822699999999,35.407055],[-93.46827299999999,35.40719299999999],[-93.468305,35.40717199999999],[-93.46865799999999,35.4071],[-93.46897699999999,35.407029],[-93.469036,35.40694399999999],[-93.46893799999999,35.406931],[-93.46866399999999,35.40699599999999],[-93.468339,35.40693199999999],[-93.46812899999999,35.40693699999999],[-93.46770099999999,35.406993],[-93.46723199999999,35.407125],[-93.46700199999999,35.40718899999999],[-93.46680099999999,35.40714599999999],[-93.46676699999999,35.407156],[-93.466673,35.40723899999999],[-93.46641199999999,35.407311],[-93.46592199999999,35.40739299999999],[-93.46557899999999,35.40749799999999],[-93.46539099999999,35.407525],[-93.46519599999999,35.40754199999999],[-93.46437699999999,35.407685],[-93.463357,35.407817],[-93.46320299999999,35.40776199999999],[-93.46310199999999,35.40778399999999],[-93.46298799999999,35.407899],[-93.46266599999999,35.40800399999999],[-93.46243699999999,35.408042],[-93.46226299999999,35.408009],[-93.462209,35.407944],[-93.46222199999999,35.407834],[-93.46231,35.40775699999999],[-93.46232999999999,35.40770699999999],[-93.46219499999999,35.407674],[-93.46169199999999,35.40767999999999],[-93.46119499999998,35.40770699999999],[-93.460295,35.40756499999999],[-93.45997299999999,35.40752599999999],[-93.459637,35.40757599999999],[-93.45930199999999,35.407691],[-93.45922799999999,35.407702],[-93.45855699999999,35.407691],[-93.45815999999999,35.40769699999999],[-93.457993,35.40765299999999],[-93.45792499999998,35.407592],[-93.45788499999999,35.407494],[-93.45789499999999,35.40746399999999],[-93.45739499999999,35.40715799999999],[-93.45725399999999,35.40715799999999],[-93.45643499999999,35.406911],[-93.45620000000001,35.40685099999999],[-93.45595099999999,35.40682299999999],[-93.455562,35.40679],[-93.455246,35.406697],[-93.45479699999999,35.40650499999999],[-93.45438,35.40628999999999],[-93.45434,35.40624599999999],[-93.454092,35.40615799999999],[-93.45386299999999,35.40606499999999],[-93.45341999999999,35.40592799999999],[-93.45320499999999,35.40582899999999],[-93.45310499999999,35.405752],[-93.45091399999999,35.404657],[-93.45079799999999,35.404595],[-93.44865299999999,35.403438],[-93.44858599999999,35.40339399999999],[-93.44835799999999,35.40325699999999],[-93.44825,35.40313599999999],[-93.44749799999999,35.40270199999999],[-93.44659799999999,35.402408],[-93.44548299999999,35.40204399999999],[-93.44389499999999,35.40098599999999],[-93.442307,35.39994499999999],[-93.44170299999999,35.39978999999999],[-93.44129799999998,35.39976399999999],[-93.44053799999998,35.399169],[-93.44005099999999,35.398854],[-93.43801899999999,35.396892],[-93.43768999999998,35.396518],[-93.43760899999999,35.39624399999999],[-93.43746799999999,35.39611199999999],[-93.43721999999999,35.39593],[-93.43716599999999,35.39579299999999],[-93.437213,35.39568299999999],[-93.43713299999998,35.395606],[-93.437078,35.395569],[-93.436926,35.39546899999999],[-93.42713499999999,35.39764799999999],[-93.42651999999999,35.39778499999999],[-93.42650299999999,35.39778899999999],[-93.42651699999999,35.397691],[-93.42654799999999,35.39751499999999],[-93.426558,35.397469],[-93.42688599999999,35.39590299999999],[-93.427047,35.39487599999999],[-93.42710499999999,35.39415999999999],[-93.427086,35.39365099999999],[-93.42703899999999,35.39329399999999],[-93.42698,35.393062],[-93.42684299999999,35.39271499999999],[-93.426597,35.39228599999999],[-93.42604599999999,35.39144499999999],[-93.425161,35.39006099999999],[-93.42490699999999,35.38963899999999],[-93.42438799999999,35.38864999999999],[-93.42408499999999,35.38804299999999],[-93.42371999999998,35.38728299999999],[-93.42334999999999,35.38635],[-93.42298699999999,35.385368],[-93.42264799999999,35.38437799999999],[-93.42209699999999,35.382559],[-93.421542,35.38073999999999],[-93.42098199999999,35.378923],[-93.42070699999999,35.37795399999999],[-93.42042899999999,35.37698599999999],[-93.41980399999999,35.37484699999999],[-93.41922499999999,35.372844],[-93.41856299999999,35.370533],[-93.418075,35.36885799999999],[-93.41781699999999,35.368062],[-93.41661099999998,35.365091],[-93.415463,35.36267099999999],[-93.41513799999999,35.362096],[-93.414473,35.36107899999999],[-93.41260099999999,35.359099],[-93.40792199999999,35.35524099999999],[-93.40699899999999,35.35451299999999],[-93.400036,35.35002399999999],[-93.399107,35.349176],[-93.39814299999999,35.34819499999999],[-93.39687599999999,35.34657599999999],[-93.39740399999999,35.34597],[-93.39793699999999,35.34556699999999],[-93.398567,35.34503199999999],[-93.39962599999999,35.344318],[-93.40028999999999,35.34398399999999],[-93.40073499999999,35.343736],[-93.400953,35.34359299999999],[-93.40187499999999,35.343198],[-93.40212599999999,35.34311999999999],[-93.40287999999999,35.343029],[-93.40313199999999,35.34303399999999],[-93.40375499999999,35.343108],[-93.40414699999999,35.34318499999999],[-93.404764,35.343215],[-93.40503199999999,35.343192],[-93.40554199999999,35.34307599999999],[-93.40642799999999,35.34270999999999],[-93.40706999999999,35.34237499999999],[-93.40800199999999,35.34180099999999],[-93.408298,35.341563],[-93.40897299999998,35.341054],[-93.409385,35.34081799999999],[-93.40959999999999,35.34074799999999],[-93.41044499999999,35.340623],[-93.41075599999999,35.340612],[-93.412053,35.34073099999999],[-93.41369,35.34126099999999],[-93.41385099999999,35.341321],[-93.41395599999999,35.34136],[-93.413978,35.341369],[-93.414192,35.34142099999999],[-93.41458799999999,35.34140899999999],[-93.415486,35.34111399999999],[-93.41577399999999,35.341006],[-93.41606199999999,35.340876],[-93.41638399999999,35.34062799999999],[-93.41647799999999,35.34053999999999],[-93.41671199999999,35.340311],[-93.41698999999999,35.34008999999999],[-93.41713799999999,35.33997999999999],[-93.41749699999999,35.33984699999999],[-93.417979,35.33966799999999],[-93.418317,35.339599],[-93.41879,35.339466],[-93.41904799999998,35.33937499999999],[-93.41945299999999,35.33926199999999],[-93.419634,35.33920299999999],[-93.419775,35.339165],[-93.41979499999999,35.339154],[-93.41990199999999,35.33910099999999],[-93.42003299999998,35.339041],[-93.420124,35.338996],[-93.42017699999999,35.33894699999999],[-93.42022699999999,35.338903],[-93.42023499999999,35.33889099999999],[-93.42028299999999,35.338808],[-93.42031799999999,35.33868799999999],[-93.42036799999999,35.33855499999999],[-93.42043999999999,35.33839599999999],[-93.420445,35.33838499999999],[-93.42045799999999,35.338372],[-93.42078999999999,35.338054],[-93.421149,35.33784399999999],[-93.421447,35.33768099999999],[-93.421694,35.33756899999999],[-93.42185299999999,35.33749799999999],[-93.42214699999999,35.337361],[-93.422184,35.33733799999999],[-93.422331,35.33724499999999],[-93.42270999999999,35.33669899999999],[-93.42273699999999,35.336542],[-93.42273,35.336413],[-93.42279399999999,35.335887],[-93.42287299999999,35.33532999999999],[-93.42290599999999,35.33439899999999],[-93.422815,35.33341999999999],[-93.42278499999999,35.33259199999999],[-93.42273399999999,35.33231399999999],[-93.42263299999999,35.33196499999999],[-93.42247199999999,35.33152099999999],[-93.42241199999999,35.331105],[-93.42232399999998,35.33065599999999],[-93.42215,35.33016899999999],[-93.42190199999998,35.32962099999999],[-93.42176299999999,35.329363],[-93.42162299999999,35.32912199999999],[-93.42146199999999,35.32888799999999],[-93.42121699999999,35.32851999999999],[-93.42103699999999,35.32831699999999],[-93.42089599999999,35.328184],[-93.42056699999999,35.32789199999999],[-93.42036999999999,35.32772899999999],[-93.42018299999999,35.327593],[-93.41997399999999,35.327452],[-93.41950799999999,35.327224],[-93.419089,35.32694099999999],[-93.41893499999999,35.32684799999999],[-93.41868999999999,35.326723],[-93.41847199999999,35.32664099999999],[-93.41824699999999,35.32659999999999],[-93.41796599999999,35.32658399999999],[-93.41747599999999,35.32661999999999],[-93.416843,35.326698],[-93.41650699999999,35.326757],[-93.41589499999999,35.32688299999999],[-93.41562299999999,35.32692999999999],[-93.41526899999999,35.32696399999999],[-93.41499799999999,35.32698299999999],[-93.41413999999998,35.327038],[-93.413291,35.32712699999999],[-93.41276399999999,35.327196],[-93.41217299999999,35.327252],[-93.41100899999999,35.32733299999999],[-93.41068199999999,35.32735999999999],[-93.41049799999999,35.327379],[-93.410172,35.32742899999999],[-93.40939799999999,35.32751899999999],[-93.40879799999999,35.32762199999999],[-93.40858899999999,35.32767599999999],[-93.40771499999999,35.328021],[-93.40716899999999,35.328277],[-93.40701899999999,35.328358],[-93.40675799999999,35.328479],[-93.40645699999998,35.32860399999999],[-93.40619099999999,35.328702],[-93.40614399999999,35.328719],[-93.405889,35.32879599999999],[-93.40565399999999,35.32885699999999],[-93.40541999999999,35.328896],[-93.40535299999999,35.328907],[-93.40499699999999,35.328921],[-93.40454299999999,35.32891699999999],[-93.40416799999999,35.32890899999999],[-93.40385099999998,35.32891399999999],[-93.40304799999999,35.32894199999999],[-93.40224099999998,35.32899599999999],[-93.401668,35.329045],[-93.40100599999999,35.32913399999999],[-93.39930099999999,35.32960599999999],[-93.39927,35.32960899999999],[-93.39820799999999,35.32989399999999],[-93.39772899999999,35.32996299999999],[-93.39702499999999,35.33003499999999],[-93.39674399999999,35.330044],[-93.39635099999999,35.330055],[-93.39553399999999,35.330067],[-93.39508899999999,35.330083],[-93.39380399999998,35.33005999999999],[-93.39325499999999,35.33012899999999],[-93.39280599999999,35.33020899999999],[-93.39201799999999,35.33039199999999],[-93.39167599999999,35.330475],[-93.39114699999998,35.330624],[-93.39032899999999,35.33085899999999],[-93.389803,35.330964],[-93.38952199999999,35.33102699999999],[-93.38925399999999,35.331077],[-93.38892799999999,35.33112099999999],[-93.38889899999999,35.33112399999999],[-93.388733,35.33113799999999],[-93.38870399999999,35.33114599999999],[-93.38863999999999,35.33115699999999],[-93.38846099999999,35.33118799999999],[-93.38820499999999,35.33123099999999],[-93.38816799999999,35.33123799999999],[-93.38814699999998,35.33124],[-93.38757499999999,35.33131199999999],[-93.38697799999999,35.33137599999999],[-93.38638799999999,35.33139299999999],[-93.385986,35.33137999999999],[-93.38548299999999,35.33135],[-93.385108,35.33131199999999],[-93.38478599999999,35.33125899999999],[-93.383859,35.33106499999999],[-93.38387099999999,35.33028399999999],[-93.38389599999999,35.32847599999999],[-93.38407499999999,35.31532],[-93.388913,35.315483],[-93.39446399999999,35.315669],[-93.39795999999999,35.31579399999999],[-93.398358,35.31580799999999],[-93.40474799999999,35.316015],[-93.40891299999999,35.31615],[-93.41084399999999,35.31623499999999],[-93.41876099999998,35.316504],[-93.423417,35.31675399999999],[-93.42408499999999,35.31676199999999],[-93.42839399999999,35.31681599999999],[-93.42891999999999,35.316837],[-93.42905399999999,35.316842],[-93.42955999999999,35.31685699999999],[-93.430577,35.316901],[-93.434359,35.317005],[-93.43604999999999,35.31704699999999],[-93.43665299999999,35.31706599999999],[-93.43787499999999,35.317104],[-93.44175099999999,35.317225],[-93.44368899999999,35.317284],[-93.44654199999999,35.31737199999999],[-93.449055,35.31744899999999],[-93.45173199999999,35.31753099999999],[-93.45443799999999,35.31761399999999],[-93.45521399999999,35.31764599999999],[-93.46300199999998,35.317968],[-93.46937099999999,35.31823099999999],[-93.47216699999999,35.318266],[-93.49118699999999,35.31924399999999],[-93.49108599999999,35.32269099999999]]]}",5,83,100,5083000100,P,100 - Cane Creek,100 - Cane Creek,0,G5240,S,58776907,8423413,35.3519662,-93.4382817
"{""type"":""Polygon"",""coordinates"":[[[-93.68585999999999,35.32479599999999],[-93.68583099999999,35.32586899999999],[-93.68581399999999,35.32622599999999],[-93.685788,35.32729799999999],[-93.68571799999999,35.329442],[-93.68569699999999,35.329796],[-93.68568599999999,35.33015199999999],[-93.68567299999999,35.33029599999999],[-93.68567199999999,35.330441],[-93.68581899999999,35.335025],[-93.68581999999999,35.335068],[-93.68531399999999,35.33507499999999],[-93.68479399999999,35.33507099999999],[-93.68387599999999,35.33501599999999],[-93.68322299999999,35.334904],[-93.682811,35.334764],[-93.682569,35.33452599999999],[-93.682242,35.334122],[-93.681961,35.33368199999999],[-93.68159799999999,35.333539],[-93.68072499999999,35.33343999999999],[-93.680121,35.33331599999999],[-93.67935099999999,35.33315499999999],[-93.67908399999998,35.33318599999999],[-93.67899699999999,35.333196],[-93.67858499999999,35.33329099999999],[-93.67770699999999,35.33360799999999],[-93.67759399999999,35.33364499999999],[-93.67715899999998,35.33378499999999],[-93.67179799999999,35.33504399999999],[-93.67116599999999,35.335259],[-93.66920199999999,35.335926],[-93.666527,35.33700799999999],[-93.66514499999999,35.33771999999999],[-93.66386599999999,35.338439],[-93.66383499999999,35.33844599999999],[-93.66294899999999,35.33907899999999],[-93.66193199999999,35.340229],[-93.66131799999999,35.34118399999999],[-93.66118399999999,35.341445],[-93.66073999999999,35.342309],[-93.660302,35.34308499999999],[-93.659993,35.34353699999999],[-93.65959599999999,35.34390499999999],[-93.65923899999999,35.34423499999999],[-93.658962,35.34469699999999],[-93.65895199999999,35.344715],[-93.65866899999998,35.34518899999999],[-93.65860499999999,35.345295],[-93.65859299999999,35.34536899999999],[-93.65840599999999,35.34652299999999],[-93.65835799999999,35.34682099999999],[-93.658321,35.34778399999999],[-93.65840099999999,35.34896099999999],[-93.65841999999999,35.34923299999999],[-93.65834099999999,35.35099999999999],[-93.65843199999999,35.352108],[-93.65887399999999,35.35392399999999],[-93.65917199999999,35.35456599999999],[-93.65969299999999,35.35519699999999],[-93.660195,35.35608699999999],[-93.66069,35.35724299999999],[-93.66139199999999,35.357818],[-93.66271799999999,35.358083],[-93.663364,35.35838599999999],[-93.66394199999999,35.358846],[-93.664507,35.35969399999999],[-93.66462199999999,35.35980399999999],[-93.664923,35.36009399999999],[-93.665401,35.360436],[-93.66558399999999,35.36056699999999],[-93.66597199999999,35.36108099999999],[-93.66602799999999,35.36122799999999],[-93.66614099999999,35.36152299999999],[-93.666381,35.36213499999999],[-93.66690599999999,35.362862],[-93.667129,35.36303799999999],[-93.66744199999999,35.363126],[-93.667754,35.363104],[-93.66847399999998,35.36308499999999],[-93.66857,35.36308199999999],[-93.66898299999999,35.363047],[-93.66909099999999,35.36303799999999],[-93.669297,35.363098],[-93.66951,35.36316099999999],[-93.66960399999999,35.363188],[-93.66986,35.36344499999999],[-93.66986299999999,35.363467],[-93.67032999999999,35.36442699999999],[-93.67046399999999,35.36517399999999],[-93.670513,35.36572199999999],[-93.670513,35.36627],[-93.67026599999999,35.36670199999999],[-93.66986099999999,35.36685099999999],[-93.66924199999999,35.36678399999999],[-93.66752599999999,35.36618],[-93.66635399999999,35.36568299999999],[-93.66595799999998,35.36551499999999],[-93.66491599999999,35.36505199999999],[-93.66443499999999,35.364778],[-93.66418099999999,35.36463299999999],[-93.66334799999999,35.36455799999999],[-93.662294,35.36459099999999],[-93.66201599999999,35.364744],[-93.66137999999999,35.36509499999999],[-93.66072199999999,35.365606],[-93.66006999999999,35.366377],[-93.65921999999999,35.36714999999999],[-93.65866899999998,35.36764999999999],[-93.65822399999999,35.36811799999999],[-93.657798,35.368566],[-93.65753099999999,35.368955],[-93.65727099999999,35.36933399999999],[-93.65702,35.36956399999999],[-93.65625199999999,35.37026699999999],[-93.65567,35.37074499999999],[-93.65503699999999,35.37106299999999],[-93.653615,35.37156999999999],[-93.65281399999999,35.37175899999999],[-93.65153399999999,35.37170499999999],[-93.64989199999999,35.37115],[-93.64911599999999,35.37058899999999],[-93.64861799999999,35.37061099999999],[-93.64796799999999,35.370666],[-93.64781499999999,35.37067599999999],[-93.64577799999999,35.37113199999999],[-93.64376899999999,35.37143799999999],[-93.64341199999999,35.371493],[-93.64151499999999,35.37163599999999],[-93.641171,35.37166599999999],[-93.64025999999999,35.371746],[-93.63914099999999,35.37202999999999],[-93.63696999999999,35.37257999999999],[-93.636229,35.372768],[-93.63388999999999,35.37354899999999],[-93.632328,35.374003],[-93.63209499999999,35.37407299999999],[-93.631861,35.37413799999999],[-93.63140199999999,35.37424],[-93.63094199999999,35.374341],[-93.63055899999999,35.37437599999999],[-93.63022499999999,35.374406],[-93.62920599999999,35.37429399999999],[-93.62781099999999,35.37417399999999],[-93.62708399999999,35.37416999999999],[-93.626255,35.37417399999999],[-93.62519199999999,35.37457399999999],[-93.6252,35.374462],[-93.62520699999998,35.374372],[-93.62482699999999,35.37458],[-93.62410799999999,35.37505399999999],[-93.623536,35.375222],[-93.623193,35.37562799999999],[-93.62310699999999,35.37572999999999],[-93.62235499999999,35.376072],[-93.62069599999999,35.37609099999999],[-93.619377,35.376559],[-93.61878699999999,35.37673799999999],[-93.61815699999999,35.37686899999999],[-93.61672799999999,35.37720499999999],[-93.615459,35.37735399999999],[-93.61254599999999,35.37787],[-93.612127,35.377943],[-93.61104299999999,35.37820599999999],[-93.61008299999998,35.37842899999999],[-93.60940599999999,35.378588],[-93.60798699999999,35.37917699999999],[-93.60620999999999,35.37975799999999],[-93.60545999999999,35.380004],[-93.603026,35.38048099999999],[-93.60203399999998,35.380752],[-93.596828,35.38185399999999],[-93.59590599999999,35.38197299999999],[-93.595399,35.38203899999999],[-93.59539699999999,35.38199799999999],[-93.59540199999999,35.38169699999999],[-93.59544299999998,35.379379],[-93.59551799999999,35.37508499999999],[-93.59555399999999,35.372135],[-93.59558299999999,35.36754399999999],[-93.59568699999999,35.36663999999999],[-93.59571799999999,35.36656299999999],[-93.59568299999999,35.366211],[-93.595843,35.35887199999999],[-93.59588499999999,35.356915],[-93.59611199999999,35.34295],[-93.596136,35.34285299999999],[-93.59616699999999,35.342677],[-93.596181,35.34256999999999],[-93.59620199999999,35.34228399999999],[-93.59621699999999,35.341715],[-93.59622799999999,35.34157299999999],[-93.59624499999999,35.34143199999999],[-93.59626,35.34136199999999],[-93.59628099999999,35.34129399999999],[-93.59633099999999,35.34115999999999],[-93.596367,35.34109499999999],[-93.59646399999999,35.33850799999999],[-93.59647099999999,35.33807199999999],[-93.59648899999999,35.33737999999999],[-93.59649799999999,35.33678499999999],[-93.59671099999999,35.32762199999999],[-93.59678099999999,35.32458199999999],[-93.59683099999999,35.32243899999999],[-93.59701799999999,35.322451],[-93.597538,35.32247699999999],[-93.600504,35.322521],[-93.60180499999999,35.32253],[-93.60354599999999,35.32256199999999],[-93.60441199999999,35.32257099999999],[-93.605125,35.322572],[-93.60557599999999,35.32257299999999],[-93.60592099999999,35.322578],[-93.60676199999998,35.32258999999999],[-93.60806799999998,35.322597],[-93.60893699999999,35.32259599999999],[-93.60936199999999,35.32260199999999],[-93.61005699999999,35.32260499999999],[-93.61345299999999,35.32262099999999],[-93.614496,35.322603],[-93.61502099999999,35.322609],[-93.61563199999999,35.32262499999999],[-93.61955499999999,35.32276999999999],[-93.62002599999999,35.322797],[-93.62059599999999,35.322823],[-93.620682,35.32282599999999],[-93.62076799999999,35.322834],[-93.62116499999999,35.32285699999999],[-93.62133699999999,35.32284999999999],[-93.622072,35.32286899999999],[-93.62347599999999,35.3229],[-93.624786,35.32294699999999],[-93.62558799999999,35.32296099999999],[-93.62783999999999,35.32300999999999],[-93.63045799999999,35.32308299999999],[-93.63109,35.323093],[-93.63170699999999,35.32311],[-93.63213999999999,35.32312699999999],[-93.63237999999999,35.32312999999999],[-93.63255799999998,35.32313899999999],[-93.63745699999999,35.32327],[-93.63859899999999,35.32329099999999],[-93.63875399999999,35.32329399999999],[-93.64195499999999,35.323391],[-93.64269,35.32341299999999],[-93.64340999999998,35.32342599999999],[-93.64381999999999,35.32342399999999],[-93.64535899999999,35.323461],[-93.64560399999999,35.32346199999999],[-93.64576999999999,35.323464],[-93.649929,35.32352199999999],[-93.65079899999999,35.32352999999999],[-93.65209799999999,35.32355499999999],[-93.65384299999999,35.32357299999999],[-93.65646099999999,35.32361699999999],[-93.65742199999999,35.32363799999999],[-93.65794799999999,35.323636],[-93.65829499999999,35.323622],[-93.65893199999999,35.32358399999999],[-93.65985599999999,35.32353099999999],[-93.660049,35.32352699999999],[-93.660302,35.32353899999999],[-93.66092199999999,35.32360099999999],[-93.66170000000001,35.32365099999999],[-93.66300199999999,35.323718],[-93.66386699999999,35.32375599999999],[-93.66412599999999,35.32376199999999],[-93.66430699999999,35.323774],[-93.664602,35.32379199999999],[-93.66566499999999,35.32383099999999],[-93.66804999999999,35.323889],[-93.668345,35.32389599999999],[-93.66878299999999,35.323912],[-93.669387,35.32394199999999],[-93.67025699999999,35.323974],[-93.671565,35.32400299999999],[-93.67243399999999,35.32403699999999],[-93.67278199999999,35.32405699999999],[-93.67321899999998,35.32407699999999],[-93.67391099999999,35.32410099999999],[-93.67460699999999,35.32413499999999],[-93.67504799999999,35.32414399999999],[-93.675286,35.32415799999999],[-93.67553399999999,35.32416699999999],[-93.67587199999999,35.32419799999999],[-93.676045,35.324221],[-93.67693199999999,35.324354],[-93.677081,35.324373],[-93.67734099999999,35.32439199999999],[-93.677509,35.32439799999999],[-93.67769199999999,35.32440499999999],[-93.67926599999999,35.32441999999999],[-93.679788,35.32441999999999],[-93.68002099999999,35.324427],[-93.68016399999999,35.324432],[-93.680953,35.32443599999999],[-93.68270000000001,35.32445599999999],[-93.68586299999999,35.32448099999999],[-93.68585999999999,35.32479599999999]]]}",5,83,101,5083000101,P,101 - Clark Crossroads,101 - Clark Crossroads,0,G5240,S,36334568,594562,35.3459955,-93.6216527
